# Hastelloy N H MSD — Notebook 11
# columns: t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K  MSD_1000K MSD_1200K  (Å²)
# t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K MSD_1000K MSD_1200K
8.150000000000000000e+01 7.137476350119582869e-02 1.016877428246636683e-01 6.603889499154333542e+00 5.387235280329483800e+01 4.241887985547745643e+02 5.838026567177361130e+02
8.200000000000000000e+01 6.947451325033658642e-02 1.009859456429319235e-01 6.638469625232984228e+00 5.406331462613653827e+01 4.275015086756134224e+02 5.868810906509191909e+02
8.250000000000000000e+01 7.084099267836826974e-02 1.014712007736526950e-01 6.664297711431513171e+00 5.424640990662465612e+01 4.307780720157279575e+02 5.899750137993038379e+02
8.300000000000000000e+01 7.194693157805241712e-02 9.987876456666665292e-02 6.689395098631086611e+00 5.442462267925949959e+01 4.341659331546791236e+02 5.929617695795741383e+02
8.350000000000000000e+01 7.146807399407796579e-02 1.019008991040479539e-01 6.707279030388679786e+00 5.463257635093378184e+01 4.375535065982842866e+02 5.958988893626037679e+02
8.400000000000000000e+01 7.241113605821454524e-02 1.011988048114778882e-01 6.731294870280944309e+00 5.481447746959700851e+01 4.408013934237561671e+02 5.988916916264435031e+02
8.450000000000000000e+01 7.015260244436935522e-02 1.034377265900900955e-01 6.751808803392266078e+00 5.494455081282899300e+01 4.441254229081999938e+02 6.019512238003336506e+02
8.500000000000000000e+01 7.284250256228400056e-02 1.009787524102930129e-01 6.773892496067992930e+00 5.511541174695529577e+01 4.474747056276574426e+02 6.047695383934976689e+02
8.550000000000000000e+01 7.097817106744359894e-02 1.032511319681955059e-01 6.805465166098120022e+00 5.527325439846588750e+01 4.508435770284139608e+02 6.074841881353966073e+02
8.600000000000000000e+01 6.946790055914221773e-02 1.013253561455229462e-01 6.828153044880736822e+00 5.543267707923813958e+01 4.542923559003912146e+02 6.102025193820551294e+02
8.650000000000000000e+01 7.154966810225904528e-02 9.954483563787652756e-02 6.851594092587724560e+00 5.559980816373479939e+01 4.576835652709818874e+02 6.126457982933704898e+02
8.700000000000000000e+01 7.126968562388846795e-02 9.997000355244914371e-02 6.873254184683119661e+00 5.574406614866456522e+01 4.610657632713296721e+02 6.152620976497057654e+02
8.750000000000000000e+01 7.050776110460028889e-02 1.005452518692307728e-01 6.895726188938537504e+00 5.586162076937095833e+01 4.645047005698093585e+02 6.178945562475270208e+02
8.800000000000000000e+01 7.213552376015092138e-02 1.034709560176603899e-01 6.921368690012452696e+00 5.599313235210969708e+01 4.678595696424258676e+02 6.204965593457469595e+02
8.850000000000000000e+01 7.197276179358005899e-02 1.010406072222809620e-01 6.951169287607628533e+00 5.612598291693239361e+01 4.711179266117081852e+02 6.230202371488588824e+02
8.900000000000000000e+01 6.821594742872261197e-02 1.023080540139077871e-01 6.979055008277021521e+00 5.624404301182511290e+01 4.744382916201212765e+02 6.253713743255827922e+02
8.950000000000000000e+01 7.024433823691376977e-02 9.846710976679272365e-02 6.999102651197050662e+00 5.637177846872193498e+01 4.777574875904960550e+02 6.276659940284325785e+02
9.000000000000000000e+01 6.974099141756244513e-02 1.022872352337622914e-01 7.021518666675624409e+00 5.649781114072550281e+01 4.809318234238261311e+02 6.301537117413903388e+02
9.050000000000000000e+01 6.934812324333333722e-02 1.028334331476515179e-01 7.050452055476136515e+00 5.662444727028677960e+01 4.841549078548353577e+02 6.328069145012701711e+02
9.100000000000000000e+01 7.083918494753600748e-02 1.031588312706596122e-01 7.068943778623578922e+00 5.675605935313972594e+01 4.874035474475354022e+02 6.355504828984471715e+02
9.150000000000000000e+01 7.180067691934749474e-02 1.039855372527313943e-01 7.088631422150608152e+00 5.690818957153367563e+01 4.906241685206441616e+02 6.384826912984909768e+02
9.200000000000000000e+01 7.018085810683372117e-02 1.016475827912680374e-01 7.105980740225132486e+00 5.703272301953474965e+01 4.938864085296102076e+02 6.414076086699599273e+02
9.250000000000000000e+01 7.129255152796352968e-02 9.945275724247720772e-02 7.127625655786093972e+00 5.718896917139858260e+01 4.972809948595088372e+02 6.445207570644985253e+02
9.300000000000000000e+01 7.202150917817490283e-02 1.002836141391635072e-01 7.149110243408745013e+00 5.735285646265875670e+01 5.005311770390504194e+02 6.477071668768003292e+02
9.350000000000000000e+01 7.052096763310501670e-02 1.027969329477169125e-01 7.174924422732495977e+00 5.751962796362174402e+01 5.038680484165785742e+02 6.508867647934264369e+02
9.400000000000000000e+01 7.033430381972581580e-02 1.045173991201827773e-01 7.194074265025514947e+00 5.767233532792896966e+01 5.071750257194064488e+02 6.540650500392271169e+02
9.450000000000000000e+01 7.124181446867378087e-02 1.027324207617377888e-01 7.223723136014100987e+00 5.780710910666873303e+01 5.104405578626000306e+02 6.570294045088728581e+02
9.500000000000000000e+01 7.081247119504194276e-02 1.009058210338672490e-01 7.252419629022501368e+00 5.795836102947786372e+01 5.136342337942184031e+02 6.596574197355140541e+02
9.550000000000000000e+01 6.853719107671756017e-02 1.027954678967938767e-01 7.272078121388167560e+00 5.811314145532356434e+01 5.167794888277047676e+02 6.623800887825951804e+02
9.600000000000000000e+01 7.148388437983194121e-02 1.013052247986248877e-01 7.303161587008784927e+00 5.825339953032821683e+01 5.198364169218430106e+02 6.652747736921000978e+02
9.650000000000000000e+01 7.188774301773699638e-02 9.875963087698773346e-02 7.318795561905581337e+00 5.842455385643131649e+01 5.228956777496420045e+02 6.684256403942624729e+02
9.700000000000000000e+01 7.057746644269319303e-02 9.754629400948736095e-02 7.341189864468630866e+00 5.860624309398139076e+01 5.258856475535463915e+02 6.717474870629923771e+02
9.750000000000000000e+01 7.084745932534457225e-02 1.015041405967075094e-01 7.358919490539433284e+00 5.877233946724762603e+01 5.288426312049357421e+02 6.750367650905996015e+02
9.800000000000000000e+01 7.068170263295019129e-02 9.872399937386971969e-02 7.395539024644062209e+00 5.897017024139369568e+01 5.317682856947941445e+02 6.782847597161841122e+02
9.850000000000000000e+01 6.974720608450919734e-02 1.006173634736963196e-01 7.417956455750383427e+00 5.919183564548907839e+01 5.345550998550762642e+02 6.813212007985246146e+02
9.900000000000000000e+01 7.075967127482730989e-02 1.055173901544896597e-01 7.438648483380274179e+00 5.940431182338824811e+01 5.373560138619379813e+02 6.847032988729598628e+02
9.950000000000000000e+01 7.276286147849461705e-02 1.030302056615975403e-01 7.465607552871352581e+00 5.962294767316887345e+01 5.400159628784989536e+02 6.880344998507646324e+02
1.000000000000000000e+02 7.105963674750191694e-02 1.022889723265948958e-01 7.489639718892004971e+00 5.982457170556400428e+01 5.426110995642018224e+02 6.914627729073599767e+02
1.005000000000000000e+02 6.957048251515385306e-02 1.016390941468461734e-01 7.510297102528076252e+00 6.005410988116084781e+01 5.454215018860921873e+02 6.948023188381126829e+02
1.010000000000000000e+02 7.139175820061585687e-02 1.017358021678213820e-01 7.534636508311392866e+00 6.031488245028369022e+01 5.481710415378584003e+02 6.981266705610015606e+02
1.015000000000000000e+02 7.148163592303544145e-02 9.900515497303544188e-02 7.553758072870953910e+00 6.055108502477917654e+01 5.510177199151776222e+02 7.013008844516957652e+02
1.020000000000000000e+02 7.019623443369313320e-02 1.014906056554356201e-01 7.585067885237085861e+00 6.075427443907825165e+01 5.538802201020035909e+02 7.044894141177488791e+02
1.025000000000000000e+02 7.131325253341050385e-02 1.024947490420524826e-01 7.610605736273533317e+00 6.097364564186233338e+01 5.567680202604204851e+02 7.080870671197923230e+02
1.030000000000000000e+02 6.970606134123552566e-02 9.910928793868727105e-02 7.632986036649034745e+00 6.119232477772790446e+01 5.596863994928253305e+02 7.115699976285496859e+02
1.035000000000000000e+02 7.125841684690881195e-02 1.029631740374033766e-01 7.652883199559890492e+00 6.140796600112922476e+01 5.626371872304217732e+02 7.150121122811742680e+02
1.040000000000000000e+02 6.956464153967517605e-02 1.006317209797370632e-01 7.681486929964809640e+00 6.163098980665774462e+01 5.655550493632161988e+02 7.183133688326503261e+02
1.045000000000000000e+02 7.142005266486067816e-02 1.016993329907894678e-01 7.697366030455493835e+00 6.183964390149745327e+01 5.686288862101874884e+02 7.214633223186049236e+02
1.050000000000000000e+02 7.218763787552287536e-02 1.003369696362509667e-01 7.732446137932222463e+00 6.203914678968163798e+01 5.716732662211550178e+02 7.247065632213489152e+02
1.055000000000000000e+02 7.107239046410852856e-02 1.000177797081395342e-01 7.749509623780231671e+00 6.225227700610258808e+01 5.747383284534477070e+02 7.278842433076005136e+02
1.060000000000000000e+02 7.129648185608997157e-02 1.012838872178432881e-01 7.779760788721877596e+00 6.245970111070487718e+01 5.777675738521534186e+02 7.309902298567239995e+02
1.065000000000000000e+02 6.971162031739130960e-02 9.889901279184783178e-02 7.806697481714673259e+00 6.271137351487107026e+01 5.805851237916597256e+02 7.340479339093503768e+02
1.070000000000000000e+02 6.888338178158509573e-02 1.029377528100232919e-01 7.830880236918802417e+00 6.292136361765447106e+01 5.835788174440530156e+02 7.373713005237598281e+02
1.075000000000000000e+02 7.110013103475895657e-02 1.021350707302488420e-01 7.859224732001944602e+00 6.310698552410233475e+01 5.866943199114067511e+02 7.408389723184145623e+02
1.080000000000000000e+02 7.137099454832686318e-02 1.070469257417120679e-01 7.880311634926459696e+00 6.331502184961906465e+01 5.898130028305396308e+02 7.446158626852109137e+02
1.085000000000000000e+02 7.058050655778816407e-02 1.040161064921339418e-01 7.916119397847740657e+00 6.355612373277256921e+01 5.928474548884329351e+02 7.483749323146479355e+02
1.090000000000000000e+02 7.065577631777085477e-02 1.014064363406858849e-01 7.930474689531174626e+00 6.379424095266832495e+01 5.959243722057692594e+02 7.519284073454841746e+02
1.095000000000000000e+02 7.043278672597504120e-02 1.015284530455538153e-01 7.955010477657175727e+00 6.404878590955497941e+01 5.990038770540531914e+02 7.556062130142390743e+02
1.100000000000000000e+02 7.090763263138172290e-02 1.014427336468384094e-01 7.983343402197110805e+00 6.433858778019479985e+01 6.019889150305579051e+02 7.591400265040724662e+02
1.105000000000000000e+02 7.004559360859374806e-02 1.026454260368749871e-01 8.011872036383202555e+00 6.461382713619471474e+01 6.049092898069548028e+02 7.626986956615979807e+02
1.110000000000000000e+02 7.090561774323692057e-02 1.056696952643471354e-01 8.026056951498436121e+00 6.493017392983433922e+01 6.078925237239373018e+02 7.663254225489157534e+02
1.115000000000000000e+02 7.095103977120499616e-02 1.011300150419405380e-01 8.046517915293035728e+00 6.520340496469194136e+01 6.108998397607351762e+02 7.701564923999966368e+02
1.120000000000000000e+02 7.237998342678152175e-02 1.031989544631949918e-01 8.067513760426390235e+00 6.548838189181087444e+01 6.139247739941822601e+02 7.740274924245244392e+02
1.125000000000000000e+02 7.153701926951409884e-02 1.049597097607366802e-01 8.100180194218259189e+00 6.572414044136500877e+01 6.168897447295081520e+02 7.779333118758760293e+02
1.130000000000000000e+02 7.097881990015685039e-02 9.991029936737257089e-02 8.120074414993332823e+00 6.596825891426092880e+01 6.197854606974538001e+02 7.816476381326490355e+02
1.135000000000000000e+02 6.938876726483515778e-02 1.014707697157770788e-01 8.151042282331632194e+00 6.616652579710694226e+01 6.226364927006034122e+02 7.855810900030760422e+02
1.140000000000000000e+02 7.153768106661427539e-02 1.026630624961508004e-01 8.179196053540062294e+00 6.635808991751683550e+01 6.255724889218321323e+02 7.895563672388242367e+02
1.145000000000000000e+02 7.099548888050316586e-02 9.923517030479560297e-02 8.199118593918631959e+00 6.654084802243438901e+01 6.285911583071322184e+02 7.936829389846320737e+02
1.150000000000000000e+02 7.053236689213218669e-02 1.049755850196695400e-01 8.224393411737608517e+00 6.672802869093193578e+01 6.317684101403668819e+02 7.978860405140245575e+02
1.155000000000000000e+02 7.028210669976377167e-02 1.023520217937008009e-01 8.252923671017715179e+00 6.691567347548796363e+01 6.351267783525298682e+02 8.019399257802712100e+02
1.160000000000000000e+02 6.870953195287628212e-02 1.063785779500393963e-01 8.279762644135935545e+00 6.711083244119942037e+01 6.385553753887314770e+02 8.063104227838481393e+02
1.165000000000000000e+02 7.169213203154573000e-02 1.012386701992113447e-01 8.303062018279572243e+00 6.727767937775773532e+01 6.420344942196933289e+02 8.106720900956037212e+02
1.170000000000000000e+02 7.132688655872138073e-02 1.042977723608524282e-01 8.324674166383976726e+00 6.743918414103640657e+01 6.454786540562739674e+02 8.150058953678280886e+02
1.175000000000000000e+02 7.056478256935229398e-02 1.031323673347551428e-01 8.359927555180489023e+00 6.763725204982424088e+01 6.489700761705769310e+02 8.189357445963294140e+02
1.180000000000000000e+02 7.011584114703557635e-02 1.030786126777865352e-01 8.381392995856520756e+00 6.789691198086232760e+01 6.524503867568132591e+02 8.228163693283606790e+02
1.185000000000000000e+02 6.962330135126582054e-02 1.039668222143987214e-01 8.395827053237738369e+00 6.811165483707164015e+01 6.558377006452867590e+02 8.267580059895080922e+02
1.190000000000000000e+02 7.097883915281076594e-02 1.033281251165479031e-01 8.435054020299682875e+00 6.831317725541161678e+01 6.593018484111797761e+02 8.308133577382423027e+02
1.195000000000000000e+02 7.032141492361332347e-02 1.041652925024564164e-01 8.457072299141442429e+00 6.852927068280293099e+01 6.627610469555799000e+02 8.346297484652279763e+02
1.200000000000000000e+02 6.980442991895320637e-02 1.040725727644726262e-01 8.485039919572162859e+00 6.874380091245880919e+01 6.662483349738989773e+02 8.383921247163228827e+02
1.205000000000000000e+02 7.103977228015873058e-02 1.029857941025396767e-01 8.517696416938491666e+00 6.891654000110885647e+01 6.695572831524003732e+02 8.423719242079142759e+02
1.210000000000000000e+02 7.132350522231928336e-02 1.007795990712470197e-01 8.541513307747814920e+00 6.910233921366281606e+01 6.728944938795617645e+02 8.463129331085241347e+02
1.215000000000000000e+02 6.997511624531002616e-02 1.036550917837837649e-01 8.562749673773051740e+00 6.930929187833588401e+01 6.762392800690664671e+02 8.501249521707060239e+02
1.220000000000000000e+02 6.988263032665074925e-02 1.024564163392203409e-01 8.582978576891408196e+00 6.950630512993191701e+01 6.794790552838445592e+02 8.540770986612892557e+02
1.225000000000000000e+02 7.006363517699044918e-02 1.021360909553343937e-01 8.605964235003582985e+00 6.970407622895359623e+01 6.827773163444351212e+02 8.582712025187645395e+02
1.230000000000000000e+02 6.874037756103586194e-02 1.048169818043824808e-01 8.624555302786054867e+00 6.987469448088870649e+01 6.859568460152734133e+02 8.624264047309139869e+02
1.235000000000000000e+02 7.128419061770334408e-02 1.036778166221690722e-01 8.653537240490031479e+00 7.009187543766805106e+01 6.890876191252359604e+02 8.667724010977226499e+02
1.240000000000000000e+02 7.038996844916201034e-02 1.054734324609736679e-01 8.682735584337191170e+00 7.024761168284376822e+01 6.921957752203630889e+02 8.709535117316211199e+02
1.245000000000000000e+02 6.922229020934504706e-02 1.052986726713258520e-01 8.714298286883783717e+00 7.040189587496222146e+01 6.953535369746448396e+02 8.751647704082478185e+02
1.250000000000000000e+02 6.769263977625901429e-02 1.021564817828137517e-01 8.741807142534371522e+00 7.053452429768364595e+01 6.984716276665478745e+02 8.794469349534049343e+02
1.255000000000000000e+02 7.019263080807999766e-02 1.039482755443999901e-01 8.767611494107599768e+00 7.065199117662461958e+01 7.016522955143283298e+02 8.834874919006813343e+02
1.260000000000000000e+02 7.143637383354684012e-02 1.054032959120095869e-01 8.792336844804243157e+00 7.074774662961230831e+01 7.046406510754757164e+02 8.875806575983893936e+02
1.265000000000000000e+02 6.901397225328526064e-02 1.000029574024038498e-01 8.819058853354567518e+00 7.083769489813124665e+01 7.075968258288892230e+02 8.919732137460730428e+02
1.270000000000000000e+02 7.192584317570169250e-02 1.044440194096230984e-01 8.841787902027666846e+00 7.090125831259956612e+01 7.106178048974297781e+02 8.964097818604818713e+02
1.275000000000000000e+02 7.189621779735153040e-02 1.022920311522471926e-01 8.874111050422550662e+00 7.100573259007414606e+01 7.136480289432862492e+02 9.006770856158337892e+02
1.280000000000000000e+02 6.973775694008033099e-02 1.006845035434538044e-01 8.903064281436545713e+00 7.111060032544096998e+01 7.166001117034811614e+02 9.048777224875923366e+02
1.285000000000000000e+02 7.180946753995177956e-02 1.003984753888263470e-01 8.930871440000402117e+00 7.123491146562547272e+01 7.196784899330003782e+02 9.091888648465160259e+02
1.290000000000000000e+02 6.991128199283991318e-02 1.039323753767497915e-01 8.945761605508044667e+00 7.129229972261377668e+01 7.228692877840936717e+02 9.133314388893684281e+02
1.295000000000000000e+02 7.290825689863124348e-02 1.027216186467793946e-01 8.978103360045491144e+00 7.131260896375412983e+01 7.262384902628165264e+02 9.172631475308897961e+02
1.300000000000000000e+02 6.852341946124093641e-02 1.042374348397260286e-01 9.000988823217163315e+00 7.133412136891709565e+01 7.295580278034402681e+02 9.215276886697603231e+02
1.305000000000000000e+02 7.138460185467740415e-02 1.039177187611290409e-01 9.029020436147176198e+00 7.135452509823196010e+01 7.328609169404458044e+02 9.257096675179620888e+02
1.310000000000000000e+02 7.248570596569815783e-02 1.058611674914447104e-01 9.053071866158594716e+00 7.129249788680154154e+01 7.361885988913768415e+02 9.300545853427495331e+02
1.315000000000000000e+02 7.227050902294022972e-02 1.048403410851373174e-01 9.082467179447899497e+00 7.126763935258675531e+01 7.394364991903782993e+02 9.343460030285567655e+02
1.320000000000000000e+02 6.948005871891671514e-02 1.058630763693613613e-01 9.107655166092563093e+00 7.124773780898382824e+01 7.426952155909237945e+02 9.389989715420776974e+02
1.325000000000000000e+02 7.213038038106797667e-02 1.029338349966019556e-01 9.136835968668689745e+00 7.125005508301173052e+01 7.458887249567432036e+02 9.435089064364613023e+02
1.330000000000000000e+02 7.110513125862348571e-02 1.009848678520647858e-01 9.162144877718624514e+00 7.125929116852516643e+01 7.491644017831384872e+02 9.480006693430547102e+02
1.335000000000000000e+02 6.873491316175041332e-02 1.016890397277957769e-01 9.191408535786464995e+00 7.123873017879971314e+01 7.526175608784005817e+02 9.526120120338553079e+02
1.340000000000000000e+02 7.082048176350363988e-02 1.036027550429845651e-01 9.217844241857662269e+00 7.125547750231083910e+01 7.558372354827758954e+02 9.575137913915197032e+02
1.345000000000000000e+02 7.133118960892856353e-02 1.029831332624188273e-01 9.245879063123780384e+00 7.130413922385710634e+01 7.589417480604037110e+02 9.621670061185177474e+02
1.350000000000000000e+02 7.065464556011373520e-02 1.037631799526401305e-01 9.265388906452070472e+00 7.135510062238600426e+01 7.620710413388793540e+02 9.667744097816547537e+02
1.355000000000000000e+02 7.103965933235772967e-02 1.032152204117886135e-01 9.299635545476828469e+00 7.140293642387460693e+01 7.652180397735866109e+02 9.714159642848080694e+02
1.360000000000000000e+02 7.064139595687551898e-02 1.019246714270138354e-01 9.330629940353539098e+00 7.146736288334383858e+01 7.683463759622137559e+02 9.759942957678297262e+02
1.365000000000000000e+02 7.114560936832246829e-02 1.030473648724755803e-01 9.361186261687702626e+00 7.160635019197050610e+01 7.715591676652309161e+02 9.807901523250823175e+02
1.370000000000000000e+02 6.986050061026893854e-02 1.025138517124694337e-01 9.383851547149550498e+00 7.172199756865116171e+01 7.746989065879637337e+02 9.855775961549090880e+02
1.375000000000000000e+02 7.177682088026099416e-02 1.013930283543229977e-01 9.419141689057504152e+00 7.184712390198188814e+01 7.778137952330937424e+02 9.901639243175372940e+02
1.380000000000000000e+02 7.078097808677551173e-02 1.065655878214693958e-01 9.443314173414284696e+00 7.200104989161462754e+01 7.810086031664459369e+02 9.947874305232329561e+02
1.385000000000000000e+02 6.826698459926468232e-02 1.047514711252451047e-01 9.466770968271649878e+00 7.215347682438472532e+01 7.840594396519287557e+02 9.994628223309383657e+02
1.390000000000000000e+02 7.184481414022894641e-02 1.032516988264922109e-01 9.496030094093621088e+00 7.228443383321334181e+01 7.870876680120881019e+02 1.003884138728620655e+03
1.395000000000000000e+02 7.200830284026187023e-02 1.029747685898526888e-01 9.532220832851473702e+00 7.243519261683530885e+01 7.900801172470909250e+02 1.008125218921407736e+03
1.400000000000000000e+02 7.017464475872234320e-02 1.048066861638820568e-01 9.553058474445945691e+00 7.259257813828787675e+01 7.930785897218472655e+02 1.012373310019549535e+03
1.405000000000000000e+02 7.277867875180328572e-02 1.033422127449180189e-01 9.592909775144670803e+00 7.274099864451937947e+01 7.960906946317743405e+02 1.016651429447035639e+03
1.410000000000000000e+02 7.105555485250203418e-02 1.037325605334700473e-01 9.612979918417144276e+00 7.286429362131892162e+01 7.990546569470021723e+02 1.020908759023260018e+03
1.415000000000000000e+02 7.074482107988505630e-02 1.031896367989326574e-01 9.630462807034891881e+00 7.298696540087954077e+01 8.019822847711564009e+02 1.025316628663161509e+03
1.420000000000000000e+02 6.995431381290058426e-02 1.044393035884963045e-01 9.661160301727608868e+00 7.313246953715106713e+01 8.049642818412213501e+02 1.029760445227911077e+03
1.425000000000000000e+02 7.276724447919406813e-02 1.039782395586348607e-01 9.694348060783305243e+00 7.326751514166244306e+01 8.078479869801385576e+02 1.034196802339077749e+03
1.430000000000000000e+02 7.214977629753087374e-02 1.047517863140740718e-01 9.713799554566666217e+00 7.341416403229032994e+01 8.107735154796455390e+02 1.038701979236914440e+03
1.435000000000000000e+02 7.101506444365732196e-02 1.002881349946458112e-01 9.747581855282124508e+00 7.354851178609634132e+01 8.138304093342396754e+02 1.043069741558816986e+03
1.440000000000000000e+02 7.144637987287716374e-02 1.021400307634789534e-01 9.777208511650865574e+00 7.371642343240696960e+01 8.170355657870735513e+02 1.047283633085860629e+03
1.445000000000000000e+02 7.095913558127063536e-02 1.020163611390264152e-01 9.811055837150577830e+00 7.386829064340355444e+01 8.201280412456179647e+02 1.051437056090317810e+03
1.450000000000000000e+02 7.104619401577207116e-02 1.069788627493806626e-01 9.836459165222542822e+00 7.395354082087358449e+01 8.232181058586062363e+02 1.055719544398622247e+03
1.455000000000000000e+02 7.256269109545454565e-02 1.046606247976859527e-01 9.864915317367355385e+00 7.402849153926781867e+01 8.261667234861835141e+02 1.060106750780548737e+03
1.460000000000000000e+02 7.081743333631099202e-02 1.029415106701405958e-01 9.895949347189825218e+00 7.408382747287305392e+01 8.290770684937491524e+02 1.064418520393427343e+03
1.465000000000000000e+02 6.951809010413906309e-02 1.010231983959437169e-01 9.920788248502400819e+00 7.419615367325522470e+01 8.319217342399823565e+02 1.069058688595246394e+03
1.470000000000000000e+02 7.153717260447389759e-02 1.042159791367854027e-01 9.945255122684423910e+00 7.429955472578858178e+01 8.347797788696227599e+02 1.074041099082231085e+03
1.475000000000000000e+02 7.121185030912106917e-02 1.052760894733830860e-01 9.971250552511524035e+00 7.437891412552907866e+01 8.374936227785179881e+02 1.079206929984109593e+03
1.480000000000000000e+02 6.719875634838173850e-02 1.066932993028215787e-01 9.994729898783154098e+00 7.447844880293693848e+01 8.401695631347286053e+02 1.084406305545527630e+03
1.485000000000000000e+02 7.013865698837208618e-02 1.034247047349667603e-01 1.002992361031636115e+01 7.461241834627487890e+01 8.428057363200298369e+02 1.089640586605263252e+03
1.490000000000000000e+02 7.093894379318373133e-02 1.031939858645053859e-01 1.004539963013807125e+01 7.475820578136230665e+01 8.453936037956049177e+02 1.094856186410711871e+03
1.495000000000000000e+02 7.178877927429284933e-02 1.010251875703826879e-01 1.007644143720773577e+01 7.488206633658397493e+01 8.478546855592929887e+02 1.100025642246379448e+03
1.500000000000000000e+02 6.832536273572022145e-02 1.033195090228143237e-01 1.008886806854712859e+01 7.500026634982354778e+01 8.503431151642330406e+02 1.105114407722038777e+03
1.505000000000000000e+02 7.076250692716667956e-02 1.025053470389166721e-01 1.011500001467524967e+01 7.516639842544144301e+01 8.529218821016207812e+02 1.110273724087270011e+03
1.510000000000000000e+02 7.230284751959967227e-02 1.046154369015846464e-01 1.013425140866380225e+01 7.540175635214608008e+01 8.555052269423696316e+02 1.115817854924338917e+03
1.515000000000000000e+02 6.921287513681136094e-02 1.043528410984140287e-01 1.016105267013931623e+01 7.565661022140439229e+01 8.580942204738327064e+02 1.121441613947117503e+03
1.520000000000000000e+02 7.063981821395155791e-02 1.029988989545530392e-01 1.018583252508078729e+01 7.593707058757379968e+01 8.608542063564755153e+02 1.127161133951441343e+03
1.525000000000000000e+02 7.137158703754181710e-02 1.037493576711538412e-01 1.021101244770359529e+01 7.624842070495904522e+01 8.636387067535936239e+02 1.133028756145036141e+03
1.530000000000000000e+02 7.088988698945607181e-02 1.040142732237656908e-01 1.023158511440644425e+01 7.654631987087201139e+01 8.664187411689611054e+02 1.138813804230634332e+03
1.535000000000000000e+02 7.252783961139026847e-02 1.037211070657454021e-01 1.026148226418668230e+01 7.686176072792842717e+01 8.692773996337277822e+02 1.144523369203522179e+03
1.540000000000000000e+02 7.165823598709138154e-02 1.037626002190276675e-01 1.027826805660259879e+01 7.718018964776101143e+01 8.722022699921161575e+02 1.150350715526379190e+03
1.545000000000000000e+02 7.057218595125840099e-02 1.014621048090603994e-01 1.030666898320595593e+01 7.755980323091765172e+01 8.750457468853689988e+02 1.156062129796603131e+03
1.550000000000000000e+02 7.077582019580185013e-02 1.003698371943744644e-01 1.032920103949479440e+01 7.796249156176979511e+01 8.777926336328325760e+02 1.161590246065568181e+03
1.555000000000000000e+02 7.223742848596639843e-02 1.058899902399999954e-01 1.036138934347655471e+01 7.832688910252181813e+01 8.805147631931562273e+02 1.166969561391113757e+03
1.560000000000000000e+02 7.049214923969723823e-02 1.046142580336417022e-01 1.038118330002245493e+01 7.866588777733778670e+01 8.831958629209615310e+02 1.172384697300680500e+03
1.565000000000000000e+02 7.263209623585857588e-02 1.051100018388047147e-01 1.040421597423947908e+01 7.901902192765265909e+01 8.859698707464267500e+02 1.177624134490682081e+03
1.570000000000000000e+02 7.268393861870262040e-02 1.056886386830665492e-01 1.043053732687489266e+01 7.935216482028020835e+01 8.886403680503467513e+02 1.182957623491425466e+03
1.575000000000000000e+02 7.023701806728499530e-02 1.048424962704047197e-01 1.044654764499620470e+01 7.964651350359751802e+01 8.914886489794291720e+02 1.188332829850019152e+03
1.580000000000000000e+02 7.225083420886076191e-02 1.038094659549366888e-01 1.047331707520548427e+01 8.000492341191835521e+01 8.943372193040722777e+02 1.193706888783481418e+03
1.585000000000000000e+02 7.056730277339526292e-02 1.028744885978040424e-01 1.049457448994856534e+01 8.035635586793327434e+01 8.972035990619651784e+02 1.199070327997276763e+03
1.590000000000000000e+02 7.217254387785293490e-02 1.056681807306001641e-01 1.052078115369864619e+01 8.071872742630601749e+01 9.000846910090567690e+02 1.204446239378920382e+03
1.595000000000000000e+02 7.144715734686971076e-02 1.049643116124365505e-01 1.054882962855930728e+01 8.103137709818058454e+01 9.028120970849440710e+02 1.209985767875715283e+03
1.600000000000000000e+02 7.144614632506349206e-02 1.058423311958509860e-01 1.056950303333877983e+01 8.138397000254101954e+01 9.055252081957092969e+02 1.215508319027700736e+03
1.605000000000000000e+02 7.249857720245762860e-02 1.036705540381355761e-01 1.058538144260957736e+01 8.173037805679467738e+01 9.082630498451966332e+02 1.220965735425071671e+03
1.610000000000000000e+02 7.315824724580152760e-02 1.025010956474978890e-01 1.060392852917531847e+01 8.206015681673966355e+01 9.107909644801383138e+02 1.226477850565994004e+03
1.615000000000000000e+02 7.218860524855685856e-02 1.042893564044142518e-01 1.062842939534864151e+01 8.237699026147390668e+01 9.133032595252072952e+02 1.231868906169518141e+03
1.620000000000000000e+02 7.323451636074766735e-02 1.052457977525913524e-01 1.063964819838785125e+01 8.269037212046438867e+01 9.156303935665220024e+02 1.237381209146337142e+03
1.625000000000000000e+02 7.254132684566325096e-02 1.059624420245748461e-01 1.065779365552100444e+01 8.303982623085137504e+01 9.180161206585358968e+02 1.243023437436779659e+03
1.630000000000000000e+02 7.273963238246808349e-02 1.045131323246808325e-01 1.068247979368621259e+01 8.338711754103040619e+01 9.204454952359100162e+02 1.248835761643475053e+03
1.635000000000000000e+02 7.188278435732538274e-02 1.053857912765757965e-01 1.070009225487657467e+01 8.369945124112206258e+01 9.229278459653401114e+02 1.254838019449108288e+03
