# Hastelloy N H MSD — Notebook 11
# columns: t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K  MSD_1000K MSD_1200K  (Å²)
# t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K MSD_1000K MSD_1200K
3.290000000000000000e+02 6.853741917935944616e-02 1.001915921023724954e-01 1.626282042903428149e+01 1.180175066092434832e+02 1.375142212047580870e+03 3.079676964062628485e+03
3.295000000000000000e+02 6.936283895000001920e-02 9.947946808408551778e-02 1.625373709871959704e+01 1.180103489836168791e+02 1.377246511457256020e+03 3.081542462261981200e+03
3.300000000000000000e+02 6.904850312568369675e-02 9.974990486361472175e-02 1.625221304983816850e+01 1.180240769402206666e+02 1.379732926310626453e+03 3.083418236209030965e+03
3.305000000000000000e+02 6.882126410940477002e-02 1.009078590221428318e-01 1.625875791519749569e+01 1.180710267872065771e+02 1.382303719507257256e+03 3.085327870271079519e+03
3.310000000000000000e+02 6.980359284135877196e-02 1.049840951117997495e-01 1.625410918632646329e+01 1.181542634061821104e+02 1.384683599620236009e+03 3.087273556061949421e+03
3.315000000000000000e+02 7.283838737661098295e-02 1.040138805434367431e-01 1.625290923261563236e+01 1.182224741727028174e+02 1.387000061522133592e+03 3.089163349366332113e+03
3.320000000000000000e+02 7.339323351839904808e-02 1.015508054060931670e-01 1.625191359419103776e+01 1.182996790850790774e+02 1.389339262850395698e+03 3.091013196081109527e+03
3.325000000000000000e+02 7.011580573923444082e-02 1.007930404958133908e-01 1.624987301231567116e+01 1.183242316497968432e+02 1.391682048567169659e+03 3.092409482058934373e+03
3.330000000000000000e+02 7.096252278502993005e-02 1.068132826508981920e-01 1.625038558009329392e+01 1.184061819457439952e+02 1.393894238952812657e+03 3.093827248379117464e+03
3.335000000000000000e+02 7.028599677218223818e-02 1.024121127858513003e-01 1.625297154593273419e+01 1.184821950922589906e+02 1.396185389084809685e+03 3.095192186124788805e+03
3.340000000000000000e+02 6.808024956506603109e-02 1.004280975378151058e-01 1.623994967444646065e+01 1.185373128305526222e+02 1.398542805682410972e+03 3.095927658537717889e+03
3.345000000000000000e+02 7.038247886862980529e-02 1.004206109260817326e-01 1.623208735493257038e+01 1.186055059087605201e+02 1.400859955852687563e+03 3.096528141913615400e+03
3.350000000000000000e+02 7.143807423935018275e-02 1.025864458839951671e-01 1.624692465264729080e+01 1.187079365200092127e+02 1.403336305360011693e+03 3.097006924094610895e+03
3.355000000000000000e+02 7.337120962578312644e-02 1.011302595692770978e-01 1.624095941622638506e+01 1.187550862133247875e+02 1.405877926918326693e+03 3.097184410505262349e+03
3.360000000000000000e+02 6.893439605995174690e-02 1.029562829506634469e-01 1.623486651374414791e+01 1.187624816831716004e+02 1.408466328491328795e+03 3.097197675728408740e+03
3.365000000000000000e+02 7.239187069263285090e-02 1.046284384154589214e-01 1.623586718436219911e+01 1.187908909977825971e+02 1.410964916916826496e+03 3.097023461630538804e+03
3.370000000000000000e+02 7.052005361185005594e-02 1.019159346694075152e-01 1.623305959993216163e+01 1.187785811485547498e+02 1.413541294625910723e+03 3.096968513453503874e+03
3.375000000000000000e+02 7.229261516259079257e-02 1.020138890711864560e-01 1.622348374845993035e+01 1.187682332029002339e+02 1.416085214949574947e+03 3.097005725317382257e+03
3.380000000000000000e+02 7.050412411503030607e-02 9.989722057672727196e-02 1.621709311484836391e+01 1.187762962699965925e+02 1.418620279825058333e+03 3.097165658009982508e+03
3.385000000000000000e+02 7.265238489320390014e-02 1.072200896746358934e-01 1.621395176892706047e+01 1.187790439933887683e+02 1.421215191786781588e+03 3.097765090882913682e+03
3.390000000000000000e+02 6.913916623110571980e-02 1.049838410722964549e-01 1.621043930424775326e+01 1.187769888612917839e+02 1.423831861313199397e+03 3.098325763397303490e+03
3.395000000000000000e+02 7.080326030389295922e-02 1.037940589198296654e-01 1.622015943599744503e+01 1.187863072887916474e+02 1.426470042641220516e+03 3.099147971961904659e+03
3.400000000000000000e+02 6.934639107490865595e-02 1.018300799042630989e-01 1.621388827847003355e+01 1.187810916856535357e+02 1.429353526709113567e+03 3.100153584692762706e+03
3.405000000000000000e+02 6.852469838878048891e-02 1.016620415084146523e-01 1.621774842251451076e+01 1.187925758079361316e+02 1.432036992502230078e+03 3.100622546008385598e+03
3.410000000000000000e+02 7.149603219426128864e-02 1.037981364522588545e-01 1.621478974249560423e+01 1.187668803649504241e+02 1.434720852367797761e+03 3.101087797886702901e+03
3.415000000000000000e+02 7.132364601931541481e-02 1.005403480281173434e-01 1.620857154781894849e+01 1.187879044712628058e+02 1.437421550777581160e+03 3.101660697233775409e+03
3.420000000000000000e+02 7.409275938714812715e-02 1.041735381527539445e-01 1.621247246043806456e+01 1.187936364180292088e+02 1.440163566294663042e+03 3.101933206160543705e+03
3.425000000000000000e+02 7.106829988259803776e-02 1.004963586846813750e-01 1.621224078774252320e+01 1.187655174783309064e+02 1.442864407699256162e+03 3.101912730620842922e+03
3.430000000000000000e+02 7.226204817116563262e-02 1.020108563528834278e-01 1.620949522530539610e+01 1.187444592034611475e+02 1.445600839354721302e+03 3.101851371846491020e+03
3.435000000000000000e+02 7.034987685012286662e-02 1.006550340121621367e-01 1.620334046512027015e+01 1.187565709689448852e+02 1.448276136933644466e+03 3.101467281446332890e+03
3.440000000000000000e+02 7.128137187466174196e-02 1.027732425132841243e-01 1.620777087894452606e+01 1.187459772367285211e+02 1.450917192972053726e+03 3.101547130472205026e+03
3.445000000000000000e+02 7.339689023374386390e-02 1.021293345938423525e-01 1.620314146313534565e+01 1.187096890142531009e+02 1.453711497183582878e+03 3.101931584780561934e+03
3.450000000000000000e+02 7.169079745733664133e-02 1.015101263408137999e-01 1.619273134659913893e+01 1.186866761402687160e+02 1.456540767574654637e+03 3.102258271569954559e+03
3.455000000000000000e+02 7.337011512358024290e-02 1.065912692979012477e-01 1.619244194277024462e+01 1.186364827015290757e+02 1.459515979325778744e+03 3.102653044649573985e+03
3.460000000000000000e+02 7.099128078022248767e-02 1.038439043263288120e-01 1.619386157449678620e+01 1.185903172316699852e+02 1.462283451384868158e+03 3.103147968941280851e+03
3.465000000000000000e+02 7.155391229022277366e-02 1.069629975459158305e-01 1.618812419519789358e+01 1.185096770497360126e+02 1.465104143447608067e+03 3.103969506937378355e+03
3.470000000000000000e+02 7.025884158785627998e-02 1.024508510495662772e-01 1.618165256132825292e+01 1.184448815809631412e+02 1.467937094190973767e+03 3.104640576778877403e+03
3.475000000000000000e+02 7.044654034193546799e-02 1.011081761300248044e-01 1.617298552114876031e+01 1.183793889868545648e+02 1.470684308369891369e+03 3.105162409673244838e+03
3.480000000000000000e+02 7.145108053614906973e-02 1.064846813390062097e-01 1.617204284947068516e+01 1.182938738923688362e+02 1.473503737401031913e+03 3.105786198429997967e+03
3.485000000000000000e+02 7.111048393544774915e-02 1.029733369251243646e-01 1.617088502298246411e+01 1.182744265083947255e+02 1.476262361739655489e+03 3.106606285975737592e+03
3.490000000000000000e+02 7.090673701718556987e-02 1.065009863470734869e-01 1.616533856512067402e+01 1.181936529464142467e+02 1.479048152065294289e+03 3.107813111165577084e+03
3.495000000000000000e+02 7.308014945498753079e-02 1.051393004088528593e-01 1.615849771879538466e+01 1.180981043887554591e+02 1.481892223522431095e+03 3.109390940486151521e+03
3.500000000000000000e+02 7.139113817315854982e-02 1.013066274714107401e-01 1.615373066715842754e+01 1.180305887949223660e+02 1.484638743400851581e+03 3.111419061255417091e+03
3.505000000000000000e+02 7.416086215849998498e-02 1.020926142428749683e-01 1.616275768063987428e+01 1.179593981296124952e+02 1.487280439093987752e+03 3.113099022446786876e+03
3.510000000000000000e+02 7.091678145193992810e-02 1.058953237105131201e-01 1.615962989251051241e+01 1.179050042216798460e+02 1.489906253994694907e+03 3.114945561159348472e+03
3.515000000000000000e+02 7.313719608270677353e-02 1.029647052185463929e-01 1.615927376095726586e+01 1.178880420182635334e+02 1.492591726873197558e+03 3.116846762304980075e+03
3.520000000000000000e+02 7.134001147766623474e-02 1.063279462880803022e-01 1.616574737602998724e+01 1.178817374235406845e+02 1.495143938894220128e+03 3.118249229463576739e+03
3.525000000000000000e+02 7.330580696959800024e-02 1.074725335231155321e-01 1.616540528532399534e+01 1.178483129227762021e+02 1.497550971010448393e+03 3.119357046879562404e+03
3.530000000000000000e+02 7.089879786025157782e-02 1.003603690119496961e-01 1.616317547135333044e+01 1.178198076338393747e+02 1.500208169472281043e+03 3.120413150630010932e+03
3.535000000000000000e+02 7.274247752569269754e-02 1.007800261220403032e-01 1.616025422920138510e+01 1.178021532201452430e+02 1.503136166934627227e+03 3.121459897845348223e+03
3.540000000000000000e+02 7.442302090781839630e-02 1.033855353578814751e-01 1.614503045983341778e+01 1.177343915113997070e+02 1.505843595859893639e+03 3.122589758430929578e+03
3.545000000000000000e+02 7.199628148333332700e-02 1.088661641523989976e-01 1.613694591408573231e+01 1.176573346483749702e+02 1.508907161808797127e+03 3.123856452866073596e+03
3.550000000000000000e+02 7.051159401441214891e-02 1.054398980294563859e-01 1.613381483137029093e+01 1.175729591848783286e+02 1.512117970338141504e+03 3.125861493631310623e+03
3.555000000000000000e+02 7.080144683177214127e-02 1.073898466854430328e-01 1.612576014606316477e+01 1.174648874335412785e+02 1.515359837105654606e+03 3.127525513582544590e+03
3.560000000000000000e+02 7.104268042775667424e-02 1.051451743150823709e-01 1.611883520084397858e+01 1.174640735041625845e+02 1.518535231596578342e+03 3.128764991104606906e+03
3.565000000000000000e+02 7.205293635063453328e-02 1.039172683746192871e-01 1.611113219473337566e+01 1.173863553192404368e+02 1.521536018582939278e+03 3.129959978600397790e+03
3.570000000000000000e+02 7.560958261537484293e-02 1.052801636484116815e-01 1.610576169589567996e+01 1.173005180406359642e+02 1.524479802297051947e+03 3.130883353780196103e+03
3.575000000000000000e+02 7.056663966615776828e-02 1.020695863685750632e-01 1.610305481870979349e+01 1.171478535722353200e+02 1.527622619166912273e+03 3.131587110424138245e+03
3.580000000000000000e+02 6.958184345898089929e-02 1.065949740594904355e-01 1.609494580435146460e+01 1.169970939885675278e+02 1.530805961996666383e+03 3.131960077876653486e+03
3.585000000000000000e+02 6.883950068762757779e-02 1.038834646311224408e-01 1.609935317389273024e+01 1.168697226535308005e+02 1.533974782896917077e+03 3.131986031642139551e+03
3.590000000000000000e+02 7.239201904916986452e-02 1.019796659472541334e-01 1.609016695546602449e+01 1.167623538916999593e+02 1.537176091844413349e+03 3.132186809092340354e+03
3.595000000000000000e+02 7.255095740217391842e-02 1.077296825250639439e-01 1.608028400083618692e+01 1.166252005842863468e+02 1.540366466678652387e+03 3.132200901476525814e+03
3.600000000000000000e+02 7.181392715147247308e-02 1.052270680622278964e-01 1.607991238279116430e+01 1.164995645879697861e+02 1.543728912783855321e+03 3.132006350715755616e+03
3.605000000000000000e+02 7.322979961794870429e-02 1.021252300378205219e-01 1.608029604620756103e+01 1.163461138178802088e+02 1.547112044495835107e+03 3.132290287986782005e+03
3.610000000000000000e+02 7.438612088562261693e-02 1.046261909118099964e-01 1.608094508050308136e+01 1.161027075605070848e+02 1.550479511959456204e+03 3.132265034987773106e+03
3.615000000000000000e+02 7.313846899138816415e-02 1.065996447597686025e-01 1.605678956561683890e+01 1.160188786493493325e+02 1.554290737524773249e+03 3.132061836181949275e+03
3.620000000000000000e+02 7.062078509510939794e-02 1.036381790409266618e-01 1.606598607302947102e+01 1.159705757369761585e+02 1.557848854153351112e+03 3.132313527971553867e+03
3.625000000000000000e+02 7.215859031481958175e-02 1.066160258618556456e-01 1.605438222006430493e+01 1.159158071381811226e+02 1.561508203212000808e+03 3.132497267228997771e+03
3.630000000000000000e+02 7.166189498270968128e-02 1.049731212046451367e-01 1.605886528038696781e+01 1.158668537170057817e+02 1.565159094205484962e+03 3.132916348862575433e+03
3.635000000000000000e+02 7.095684135865633346e-02 1.047677593914728422e-01 1.606148330910581379e+01 1.158812745522948546e+02 1.568838759808764735e+03 3.132933515277307379e+03
3.640000000000000000e+02 7.127355638020697881e-02 1.022184449011642876e-01 1.605936468500375014e+01 1.159701386931904636e+02 1.572621982349393420e+03 3.133444591979385223e+03
3.645000000000000000e+02 7.336347351813470030e-02 1.025609999186528482e-01 1.605072152388847329e+01 1.160088169578597928e+02 1.576429961554403917e+03 3.134188784342828967e+03
3.650000000000000000e+02 7.228354529442283793e-02 1.027372356269779657e-01 1.605849458043307365e+01 1.160714004555300107e+02 1.580115220257453075e+03 3.135480375482129602e+03
3.655000000000000000e+02 6.853380524831169385e-02 1.021220006472727260e-01 1.605320304482324545e+01 1.160504267637914211e+02 1.583831516844571297e+03 3.136959944692192948e+03
3.660000000000000000e+02 7.074154607776332593e-02 1.070860009176853034e-01 1.605518986957594407e+01 1.160301476389590789e+02 1.587359758643739497e+03 3.138470389278939365e+03
3.665000000000000000e+02 7.043633120611979270e-02 1.025080283205729303e-01 1.604311899693997390e+01 1.160155224735744497e+02 1.590916371296991201e+03 3.139731792618147210e+03
3.670000000000000000e+02 7.375249892698826359e-02 1.045119602804432946e-01 1.604278348485775751e+01 1.160584056698155848e+02 1.594408131589067580e+03 3.141124730057663328e+03
3.675000000000000000e+02 7.440216779033942407e-02 1.061884230896866926e-01 1.603313881415391862e+01 1.160826202116875265e+02 1.598079611542643761e+03 3.141975421241937966e+03
3.680000000000000000e+02 7.430556090901961619e-02 1.021563590624836454e-01 1.604693269304300784e+01 1.161013540451373416e+02 1.601427331219401822e+03 3.142704153428019708e+03
3.685000000000000000e+02 7.272436590287956193e-02 1.016124530020942190e-01 1.602519123748416163e+01 1.160701265068070853e+02 1.604789547109982550e+03 3.143330193990614589e+03
3.690000000000000000e+02 7.081694307758845675e-02 1.024798291903014219e-01 1.602266645670760070e+01 1.160484431202325197e+02 1.608148133109016726e+03 3.143774984705977658e+03
3.695000000000000000e+02 7.169372154238845551e-02 9.954898194763778241e-02 1.601483898741456358e+01 1.159976067724725937e+02 1.611360938546787338e+03 3.144060884867560162e+03
3.700000000000000000e+02 7.051392313994743477e-02 1.046324402601839787e-01 1.601626099550841076e+01 1.159546528554130589e+02 1.614626157446868774e+03 3.144673596096724395e+03
3.705000000000000000e+02 7.302283581342104701e-02 1.068761726364473308e-01 1.600712637132881611e+01 1.158916149961508779e+02 1.617922405196947466e+03 3.145428849316264404e+03
3.710000000000000000e+02 7.426814144861659805e-02 1.064857980444005453e-01 1.601104206873240798e+01 1.159093234207194030e+02 1.620951724321704205e+03 3.145847328286633910e+03
3.715000000000000000e+02 7.420890550329814483e-02 1.062190206204485510e-01 1.600539747788640810e+01 1.158574436132237082e+02 1.624177872737050166e+03 3.146230413692206184e+03
3.720000000000000000e+02 7.277216739854688865e-02 1.038241518118890178e-01 1.600018765081889072e+01 1.158255306876817343e+02 1.627529215307539289e+03 3.146077614986957087e+03
3.725000000000000000e+02 7.278770119232802482e-02 1.021766686104497168e-01 1.601577385865066105e+01 1.157614162762271661e+02 1.631046857224332371e+03 3.145914563217076648e+03
3.730000000000000000e+02 7.115207769350992417e-02 1.035738642209271670e-01 1.601262670483960093e+01 1.157170456892685024e+02 1.634546870996429789e+03 3.145860244329721354e+03
3.735000000000000000e+02 7.248078855981431035e-02 1.059460112294429573e-01 1.602653092082480057e+01 1.156528802180528999e+02 1.637905261694044157e+03 3.145642573498444108e+03
3.740000000000000000e+02 7.142721026135459561e-02 1.013996665759628046e-01 1.601278550507822018e+01 1.155885386719094186e+02 1.641299992755706626e+03 3.145398203450788060e+03
3.745000000000000000e+02 7.368025580944149999e-02 1.061966252976063729e-01 1.600929756315412078e+01 1.155213409884311773e+02 1.644367780511031924e+03 3.144798404398028651e+03
